,index,title,address,price,lat,long,restaurants,shopping,vibrant,cycling_friendly,car_friendly,historic,quiet,elementary_schools,high_schools,parks,nightlife,groceries,daycares,pedestrian_friendly,cafes,transit_friendly,greenery,year_built,population_2016_,population_variation_between_2011_2016_,population_density_,unemployment_rate_2016_,"less_than_$50,000_(%)","between_$50,000_and_$80,000_(%)","between_$80,000_and_$100,000_(%)","between_$100,000_and_$150,000_(%)","more_than_$150,000_(%)",1-person_households_(%),2-person_households_(%),3-person_households_(%),4-person_households_(%),5-person_or_more_households_(%),couples_without_children_at_home_(%),couples_with_children_at_home_(%),single-parent_families_(%),owners_(%),renters_(%),before_1960_(%),between_1961_and_1980_(%),between_1981_and_1990_(%),between_1991_and_2000_(%),between_2001_and_2010_(%),between_2011_and_2016_(%),single-family_homes_(%),semi-detached_or_row_houses_(%),buildings_with_less_than_5_floors_(%),buildings_with_5_or_more_floors_(%),mobile_homes_(%),university_(%),college_(%),secondary_(high)_school_(%),apprentice_or_trade_school_diploma_(%),no_diploma_(%),non-immigrant_population_(%),immigrant_population_(%),french_(%),english_(%),others_languages_(%),walk_score,rooms,bedrooms,basement_bedroom,bathrooms,powder_rooms,total_area,new_area_from_price,new_area_from_rooms,river_proximity,has_pool,n_parking,has_garage,is_devided,mr_distance
2474,4013,Condo for sale,"12635, Rue Gertrude-Gendreau, apt. 102, Montréal (Rivière-des-Prairies/Pointe-aux-Trembles), Neighbourhood Rivière-des-Prairies",229000,45.629646,-73.614927,4.0,4.0,2.0,4.0,10.0,2.0,7.0,3.0,1.0,7,2.0,6.0,1.0,5.0,3.0,5.0,5.0,1996.0,106743,0,2515,7,38,25,12,17,8,28,32,17,15,8,34,43,23,64,36,13,28,31,14,11,3,26,24,47,3,0,16,17,25,18,24,76,24,71.0,16.0,13.0,24.0,5.0,2.0,False,1.0,0.0,892.0,892.0,892.0,False,False,1.0,False,1,13.97077561691603
2475,4015,Condo for sale,"5151, boulevard Léger, apt. 306, Montréal (Montréal-Nord)",237500,45.60819195,-73.63459863,6.0,6.0,3.0,5.0,9.0,2.0,4.0,10.0,10.0,7,4.0,9.0,9.0,8.0,4.0,7.0,5.0,2011.0,84234,0,7637,12,59,24,7,7,2,37,28,15,12,9,28,42,30,28,72,28,52,11,4,3,2,8,5,77,10,0,15,13,23,18,31,58,42,67.0,8.0,25.0,41.0,5.0,2.0,False,1.0,0.0,915.0,915.0,915.0,False,False,1.0,True,1,11.86882731751452
2476,4016,Condo for sale,"888, Rue Wellington, apt. 604, Montréal (Ville-Marie), Neighbourhood La Cité du Multimédia",359000,45.4963,-73.555633,10.0,10.0,9.0,9.0,5.0,7.0,0.0,9.0,3.0,10,9.0,9.0,10.0,10.0,10.0,10.0,5.0,2014.0,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,85.0,4.0,1.0,False,1.0,0.0,432.0,432.0,432.0,False,True,0.0,False,1,3.435036533265124
2478,4018,Condo for sale,"3705, Avenue Dupuis, apt. 602, Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce), Neighbourhood Côte-des-Neiges",698000,45.49802168,-73.62669878,9.0,9.0,5.0,5.0,5.0,4.0,3.0,10.0,10.0,8,6.0,10.0,8.0,10.0,8.0,9.0,8.0,2008.0,166011,1,7718,11,54,21,8,9,9,40,29,15,11,6,33,45,22,27,73,51,30,8,5,4,3,3,6,69,22,0,47,16,19,6,12,50,50,33.0,39.0,28.0,86.0,9.0,3.0,False,1.0,1.0,1211.0,1211.0,1211.0,False,False,0.0,False,1,2.344045088188064
2479,4019,Condo for sale,"720, boulevard Montpellier, apt. 212, Montréal (Saint-Laurent), Neighbourhood Others",395000,45.519004,-73.669226,6.0,8.0,3.0,4.0,8.0,2.0,4.0,9.0,9.0,7,2.0,9.0,6.0,6.0,5.0,7.0,7.0,1981.0,98828,5,2299,10,42,24,10,13,12,28,27,17,17,11,29,53,18,49,51,27,31,12,9,16,6,11,15,45,30,0,39,16,21,7,17,45,55,37.0,25.0,38.0,57.0,8.0,2.0,False,2.0,0.0,1320.0,1320.0,1320.0,False,True,1.0,True,1,5.770047208235712
2481,4021,Condo for sale,"1216, Rue Saint-Hubert, apt. 9, Montréal (Ville-Marie), Neighbourhood Central",420000,45.514818,-73.557852,10.0,10.0,10.0,9.0,5.0,7.0,0.0,5.0,6.0,10,10.0,10.0,10.0,10.0,10.0,10.0,4.0,2012.0,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,93.0,3.0,1.0,False,1.0,0.0,692.0,692.0,692.0,False,False,0.0,False,1,3.3376774644805813
2482,4025,Condo for sale,"1288, Avenue des Canadiens-de-Montréal, apt. 2801, Montréal (Ville-Marie), Neighbourhood Central West",689000,45.495975,-73.570748,10.0,10.0,10.0,4.0,5.0,7.0,2.0,7.0,8.0,10,10.0,10.0,9.0,9.0,10.0,10.0,3.0,2016.0,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,96.0,7.0,2.0,False,2.0,0.0,798.0,798.0,798.0,False,False,1.0,True,1,2.3358673307992834
2483,4026,Condo for sale,"2333, Rue Sherbrooke Ouest, apt. 303, Montréal (Ville-Marie), Neighbourhood Central West",1190000,45.49160361,-73.58799662,10.0,10.0,9.0,6.0,6.0,6.0,0.0,9.0,9.0,10,9.0,10.0,10.0,10.0,10.0,10.0,7.0,1911.0,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,91.0,9.0,2.0,False,2.0,0.0,1748.0,1748.0,1748.0,False,True,2.0,True,1,1.641705025156685
2484,4027,Condo for sale,"1279B, Rue Saint-Zotique Est, Montréal (Rosemont/La Petite-Patrie), Neighbourhood La Petite-Patrie",381000,45.541333,-73.603519,10.0,10.0,9.0,10.0,5.0,6.0,7.0,10.0,7.0,9,8.0,10.0,10.0,10.0,9.0,9.0,6.0,2019.0,139590,4,8741,8,52,22,9,11,7,49,29,11,8,3,43,36,21,30,70,52,24,9,5,5,4,2,3,89,6,0,41,17,17,10,15,77,23,83.0,6.0,11.0,85.0,5.0,2.0,False,1.0,0.0,800.0,800.0,800.0,False,False,0.0,False,1,4.11100693149941
2485,4030,Condo for sale,"1279, Rue Saint-Zotique Est, Montréal (Rosemont/La Petite-Patrie), Neighbourhood La Petite-Patrie",694000,45.54120657,-73.60355496,10.0,10.0,9.0,10.0,5.0,6.0,7.0,10.0,7.0,9,8.0,10.0,10.0,10.0,9.0,9.0,6.0,2019.0,139590,4,8741,8,52,22,9,11,7,49,29,11,8,3,43,36,21,30,70,52,24,9,5,5,4,2,3,89,6,0,41,17,17,10,15,77,23,83.0,6.0,11.0,85.0,6.0,3.0,False,2.0,0.0,1655.0,1655.0,1655.0,False,False,1.0,False,1,4.097312485511774
2486,4031,Condo for sale,"1321, Rue Sherbrooke Ouest, apt. D21, Montréal (Ville-Marie), Neighbourhood Golden Square Mile",995000,45.498974,-73.579371,10.0,10.0,10.0,5.0,4.0,7.0,0.0,7.0,9.0,8,10.0,9.0,8.0,10.0,10.0,10.0,4.0,1925.0,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,96.0,5.0,2.0,False,1.0,0.0,1775.0,1775.0,1775.0,False,False,1.0,False,0,1.5864655060262514
2487,4033,Condo for sale,"1190, Rue MacKay, apt. 705, Montréal (Ville-Marie), Neighbourhood Golden Square Mile",385000,45.495214,-73.575353,10.0,10.0,10.0,4.0,4.0,7.0,0.0,7.0,9.0,10,10.0,10.0,10.0,10.0,10.0,10.0,5.0,2019.0,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,98.0,5.0,1.0,False,1.0,0.0,432.0,432.0,432.0,False,True,0.0,False,1,2.0550914075090208
2488,4035,Condo for sale,"2323, Rue Le Caron, apt. 261, Montréal (Le Sud-Ouest), Neighbourhood Saint-Paul/Émard",458000,45.462725,-73.596258,8.0,8.0,5.0,9.0,6.0,5.0,8.0,8.0,7.0,10,4.0,10.0,8.0,10.0,6.0,8.0,8.0,2010.0,80153,9,5070,8,50,22,9,11,7,46,32,11,7,4,44,32,24,35,65,43,18,11,5,10,13,2,7,71,20,0,38,16,19,9,18,74,26,59.0,26.0,15.0,64.0,8.0,2.0,False,1.0,1.0,956.0,956.0,956.0,False,False,1.0,True,1,4.653731948453642
2489,4036,Condo for sale,"10352, Avenue Péloquin, Montréal (Ahuntsic-Cartierville), Neighbourhood Ahuntsic Central",354900,45.557177,-73.660815,7.0,8.0,5.0,7.0,6.0,4.0,8.0,10.0,9.0,8,6.0,10.0,8.0,10.0,6.0,9.0,7.0,1910.0,134245,6,5545,10,49,23,9,11,9,41,27,13,12,7,34,46,20,39,61,37,33,14,6,6,4,9,5,73,13,0,36,16,20,10,17,59,41,65.0,10.0,25.0,85.0,5.0,3.0,False,1.0,0.0,883.0,883.0,883.0,False,False,0.0,False,0,7.622136803374912
2490,4039,Condo for sale,"8, Rue Gary-Carter, apt. 110, Montréal (Villeray/Saint-Michel/Parc-Extension), Neighbourhood Villeray",849000,45.53576906,-73.62242529,10.0,10.0,7.0,9.0,6.0,5.0,3.0,8.0,6.0,10,6.0,9.0,6.0,10.0,8.0,9.0,7.0,2015.0,143853,1,8692,11,58,23,8,8,3,40,29,14,11,7,33,42,25,28,72,49,33,6,4,4,3,3,2,91,4,0,29,14,20,11,26,56,44,57.0,10.0,33.0,80.0,9.0,2.0,False,2.0,0.0,1158.0,1158.0,1158.0,False,False,1.0,True,1,3.954203740620088
2491,4044,Condo for sale,"1225, boulevard Robert-Bourassa, apt. 2008, Montréal (Ville-Marie), Neighbourhood Central West",499000,45.5028016,-73.56870984,10.0,10.0,10.0,5.0,8.0,6.0,2.0,9.0,9.0,10,10.0,10.0,10.0,10.0,10.0,10.0,3.0,2013.0,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,98.0,4.0,1.0,False,1.0,0.0,599.0,599.0,599.0,False,True,0.0,True,1,2.299060144024157
2492,4045,Condo for sale,"2037, Rue Clark, apt. 35, Montréal (Ville-Marie), Neighbourhood Central",389000,45.511228,-73.567719,10.0,10.0,10.0,9.0,4.0,7.0,7.0,6.0,9.0,10,10.0,10.0,9.0,10.0,10.0,10.0,4.0,2014.0,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,95.0,4.0,1.0,False,1.0,0.0,638.0,638.0,638.0,False,False,1.0,True,1,2.481273706868574
2493,4047,Condo for sale,"1225, boulevard Robert-Bourassa, apt. 1605, Montréal (Ville-Marie), Neighbourhood Central West",1095000,45.50274708,-73.56860524,10.0,10.0,10.0,5.0,8.0,6.0,2.0,9.0,9.0,10,10.0,10.0,10.0,10.0,10.0,10.0,3.0,2013.0,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,98.0,7.0,2.0,False,2.0,0.0,1153.0,1153.0,1153.0,False,True,2.0,True,1,2.3077044504306694
2494,4049,Condo for sale,"1288, Avenue des Canadiens-de-Montréal, apt. 4312, Montréal (Ville-Marie), Neighbourhood Central West",528825,45.49584715,-73.57045296,10.0,10.0,10.0,4.0,5.0,6.0,0.0,7.0,7.0,10,10.0,10.0,8.0,8.0,10.0,10.0,5.0,2016.0,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,96.0,7.0,2.0,False,1.0,0.0,622.0,622.0,622.0,False,True,0.0,False,1,2.3626682474678717
2495,4050,Condo for sale,"1800, boulevard René-Lévesque Ouest, apt. 715, Montréal (Ville-Marie), Neighbourhood Central West",499000,45.49099144,-73.57671469,10.0,10.0,10.0,4.0,4.0,7.0,0.0,9.0,10.0,10,10.0,9.0,10.0,8.0,10.0,10.0,7.0,2017.0,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,87.0,6.0,2.0,False,1.0,0.0,657.0,657.0,657.0,False,True,1.0,True,1,2.2482316666246223
2496,4052,Condo for sale,"1190, Rue MacKay, apt. 908, Montréal (Ville-Marie), Neighbourhood Golden Square Mile",489000,45.4947026,-73.57522425,10.0,10.0,10.0,4.0,4.0,7.0,0.0,7.0,9.0,10,10.0,10.0,10.0,10.0,10.0,10.0,5.0,2019.0,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,98.0,5.0,2.0,False,1.0,0.0,555.0,555.0,555.0,False,False,1.0,True,1,2.0929651241817684
2497,4053,Condo for sale,"1211, Rue Drummond, apt. 2206, Montréal (Ville-Marie), Neighbourhood Golden Square Mile",615000,45.497835,-73.57302,10.0,10.0,10.0,4.0,5.0,7.0,0.0,6.0,7.0,10,10.0,10.0,9.0,10.0,10.0,10.0,3.0,2018.0,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,97.0,6.0,2.0,False,1.0,0.0,629.0,629.0,629.0,False,False,0.0,False,1,2.092962315340378
2498,4054,Condo for sale,"120, Rue des Soeurs-Grises, apt. 203, Montréal (Ville-Marie), Neighbourhood La Cité du Multimédia",449500,45.49908292,-73.55564696,10.0,10.0,10.0,9.0,4.0,9.0,4.0,9.0,3.0,10,10.0,10.0,8.0,10.0,10.0,10.0,3.0,2005.0,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,90.0,3.0,1.0,False,1.0,0.0,959.0,959.0,959.0,False,False,0.0,False,1,3.3644111079196266
2499,4055,Condo for sale,"1190, Rue MacKay, apt. 1006, Montréal (Ville-Marie), Neighbourhood Golden Square Mile",399000,45.495214,-73.575353,10.0,10.0,10.0,4.0,4.0,7.0,0.0,7.0,9.0,10,10.0,10.0,10.0,10.0,10.0,10.0,5.0,2019.0,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,98.0,5.0,1.0,False,1.0,0.0,441.0,441.0,441.0,False,True,0.0,True,1,2.0550914075090208
2500,4057,Condo for sale,"1450, boulevard René-Lévesque Ouest, apt. 705, Montréal (Ville-Marie), Neighbourhood Golden Square Mile",549000,45.49456447,-73.57386093,10.0,10.0,10.0,4.0,4.0,7.0,1.0,7.0,10.0,10,10.0,10.0,10.0,10.0,10.0,10.0,5.0,2017.0,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,97.0,5.0,1.0,False,1.0,0.0,648.0,648.0,648.0,False,True,1.0,True,1,2.1919500182595906
2501,4060,Condo for sale,"4455, Avenue Bourret, apt. 402, Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce), Neighbourhood Côte-des-Neiges",385000,45.495868,-73.632658,9.0,9.0,5.0,5.0,5.0,4.0,8.0,10.0,10.0,7,4.0,10.0,8.0,10.0,7.0,9.0,7.0,1988.0,166011,1,7718,11,54,21,8,9,9,40,29,15,11,6,33,45,22,27,73,51,30,8,5,4,3,3,6,69,22,0,47,16,19,6,12,50,50,33.0,39.0,28.0,78.0,4.0,2.0,False,1.0,1.0,858.0,858.0,858.0,False,False,1.0,True,1,2.861114467185438
2502,4061,Condo for sale,"9189, boulevard Maurice-Duplessis, apt. 107, Montréal (Rivière-des-Prairies/Pointe-aux-Trembles), Neighbourhood Rivière-des-Prairies",365000,45.646631,-73.569558,4.0,5.0,2.0,5.0,10.0,0.0,2.0,9.0,5.0,7,4.0,6.0,10.0,5.0,5.0,5.0,3.0,2014.0,106743,0,2515,7,38,25,12,17,8,28,32,17,15,8,34,43,23,64,36,13,28,31,14,11,3,26,24,47,3,0,16,17,25,18,24,76,24,71.0,16.0,13.0,47.0,7.0,2.0,False,2.0,0.0,1051.0,1051.0,1051.0,False,False,1.0,True,1,15.953380688800001
2503,4063,Condo for sale,"1390, Rue du Fort, apt. 1114, Montréal (Ville-Marie), Neighbourhood Central West",609000,45.49158833,-73.58150337,10.0,10.0,10.0,5.0,4.0,7.0,5.0,10.0,10.0,10,10.0,10.0,10.0,10.0,10.0,10.0,5.0,2015.0,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,97.0,6.0,2.0,False,1.0,0.0,741.0,741.0,741.0,False,False,0.0,False,1,1.937414371659653
2504,4064,Condo for sale,"71, Rue Duke, apt. 706, Montréal (Ville-Marie), Neighbourhood La Cité du Multimédia",429000,45.496211,-73.554852,10.0,10.0,9.0,9.0,5.0,7.0,0.0,9.0,3.0,10,9.0,9.0,10.0,10.0,10.0,10.0,5.0,2012.0,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,85.0,3.0,1.0,False,1.0,0.0,615.0,615.0,615.0,False,True,1.0,True,1,3.4963449324020366
2505,4065,Condo for sale,"1414, Rue Chomedey, apt. 557, Montréal (Ville-Marie), Neighbourhood Central West",650000,45.490749,-73.583543,10.0,10.0,10.0,5.0,4.0,7.0,3.0,10.0,10.0,10,10.0,10.0,9.0,10.0,10.0,10.0,5.0,2013.0,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,95.0,7.0,2.0,False,1.0,0.0,930.0,930.0,930.0,False,True,1.0,True,1,1.9092876489719672
2506,4070,Loft / Studio for sale,"10, Rue Saint-Jacques, apt. 206, Montréal (Ville-Marie), Neighbourhood Old Montréal",309000,45.50629131,-73.5563739,10.0,10.0,10.0,7.0,6.0,10.0,3.0,6.0,4.0,9,10.0,10.0,6.0,10.0,10.0,10.0,3.0,2005.0,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,96.0,4.0,1.0,False,1.0,0.0,415.0,415.0,415.0,False,True,0.0,False,1,3.2577414765375847
2507,4072,Condo for sale,"1188, Rue Saint-Antoine Ouest, apt. 1512, Montréal (Ville-Marie), Neighbourhood Central",449000,45.495724,-73.568306,10.0,10.0,10.0,4.0,6.0,6.0,0.0,8.0,7.0,10,10.0,9.0,6.0,8.0,10.0,10.0,3.0,2019.0,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,94.0,5.0,1.0,False,1.0,0.0,528.0,528.0,528.0,False,True,0.0,False,1,2.5215320443098297
2508,4074,Condo for sale,"888, Rue Wellington, apt. 511, Montréal (Ville-Marie), Neighbourhood La Cité du Multimédia",375000,45.4963,-73.555633,10.0,10.0,9.0,9.0,5.0,7.0,0.0,9.0,3.0,10,9.0,9.0,10.0,10.0,10.0,10.0,5.0,2014.0,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,85.0,4.0,1.0,False,1.0,0.0,509.0,509.0,509.0,False,True,0.0,False,1,3.435036533265124
2509,4075,Condo for sale,"3510, Rue Saint-Antoine, apt. A01, Montréal (Lachine), Neighbourhood West",214900,45.439889,-73.695722,5.0,5.0,3.0,7.0,8.0,3.0,8.0,8.0,8.0,10,4.0,8.0,6.0,6.0,4.0,6.0,8.0,1988.0,44489,7,2498,9,48,22,10,12,9,40,29,14,11,5,35,41,24,43,57,44,27,9,7,7,6,15,10,70,6,0,27,16,23,13,21,77,23,59.0,30.0,11.0,67.0,4.0,1.0,False,1.0,0.0,745.0,745.0,745.0,False,False,0.0,False,1,10.471261911905737
2510,4076,Condo for sale,"714, 36e Avenue, apt. A01, Montréal (Lachine), Neighbourhood West",224900,45.442939,-73.696502,4.0,4.0,2.0,4.0,9.0,0.0,9.0,6.0,6.0,8,4.0,6.0,4.0,5.0,3.0,5.0,6.0,1987.0,44489,7,2498,9,48,22,10,12,9,40,29,14,11,5,35,41,24,43,57,44,27,9,7,7,6,15,10,70,6,0,27,16,23,13,21,77,23,59.0,30.0,11.0,57.0,4.0,1.0,False,1.0,0.0,807.0,807.0,807.0,False,False,1.0,False,1,10.286465712764148
2511,4077,Loft / Studio for sale,"795, 1re Avenue, apt. 301, Montréal (Lachine), Neighbourhood East",239900,45.44364437,-73.66468385,5.0,5.0,3.0,2.0,10.0,4.0,1.0,9.0,4.0,8,4.0,5.0,10.0,5.0,5.0,7.0,5.0,1947.0,44489,7,2498,9,48,22,10,12,9,40,29,14,11,5,35,41,24,43,57,44,27,9,7,7,6,15,10,70,6,0,27,16,23,13,21,77,23,59.0,30.0,11.0,29.0,4.0,1.0,False,1.0,0.0,552.0,552.0,552.0,False,True,1.0,False,1,8.533880690937979
2512,4084,Condo for sale,"1280, Rue Montcalm, apt. 7, Montréal (Ville-Marie), Neighbourhood Village",598000,45.517869,-73.555476,10.0,10.0,10.0,10.0,4.0,7.0,2.0,7.0,4.0,10,10.0,10.0,6.0,10.0,10.0,10.0,5.0,1998.0,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,92.0,8.0,3.0,False,2.0,0.0,1076.0,1076.0,1076.0,False,False,1.0,False,1,3.6365503769920484
2513,4088,Condo for sale,"4225, Rue Saint-Dominique, apt. 312, Montréal (Le Plateau-Mont-Royal), Neighbourhood Le Plateau-Mont-Royal",850000,45.518902,-73.581446,10.0,10.0,10.0,10.0,3.0,7.0,6.0,10.0,8.0,10,10.0,10.0,9.0,10.0,10.0,9.0,5.0,1952.0,104000,4,12855,8,52,20,8,11,8,52,30,10,6,2,52,32,16,28,72,57,23,7,5,5,2,1,2,82,16,0,57,14,16,5,8,73,27,67.0,23.0,10.0,96.0,6.0,2.0,False,2.0,0.0,1737.0,1737.0,1737.0,False,False,1.0,True,1,2.0564908131434403
2514,4089,Condo for sale,"250, Chemin de la Pointe-Sud, apt. 907, Montréal (Verdun/Île-des-Soeurs), Neighbourhood Île-des-Soeurs",855000,45.44782611,-73.55527576,2.0,3.0,1.0,6.0,10.0,0.0,10.0,6.0,0.0,9,0.0,1.0,2.0,3.0,1.0,4.0,5.0,2009.0,69229,5,7181,8,45,22,9,12,11,42,34,13,8,3,46,36,18,37,63,46,21,13,8,9,4,3,7,69,21,0,43,16,18,9,14,75,25,64.0,22.0,14.0,9.0,7.0,2.0,False,2.0,0.0,1485.0,1485.0,1485.0,True,True,2.0,True,1,7.137535221538727
2515,4090,Condo for sale,"651, Rue de la Montagne, apt. 408, Montréal (Ville-Marie), Neighbourhood Central",499000,45.49396718,-73.56621875,10.0,10.0,10.0,8.0,5.0,6.0,0.0,8.0,6.0,10,10.0,10.0,8.0,10.0,10.0,10.0,6.0,2007.0,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,90.0,4.0,2.0,False,1.0,0.0,838.0,838.0,838.0,False,True,1.0,True,1,2.749957072589376
2516,4091,Condo for sale,"1200, Rue Saint-Jacques, apt. 1910, Montréal (Ville-Marie), Neighbourhood Central",589000,45.49492,-73.566155,10.0,10.0,10.0,7.0,6.0,6.0,4.0,9.0,7.0,10,10.0,10.0,8.0,10.0,10.0,10.0,4.0,2006.0,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,91.0,6.0,2.0,False,1.0,0.0,812.0,812.0,812.0,False,True,1.0,True,1,2.710827736058784
2517,4097,Condo for sale,"12420, boulevard Rodolphe-Forget, apt. 2, Montréal (Rivière-des-Prairies/Pointe-aux-Trembles), Neighbourhood Rivière-des-Prairies",249900,45.648157,-73.578563,4.0,4.0,2.0,5.0,7.0,0.0,8.0,9.0,8.0,7,3.0,7.0,6.0,5.0,5.0,5.0,6.0,1994.0,106743,0,2515,7,38,25,12,17,8,28,32,17,15,8,34,43,23,64,36,13,28,31,14,11,3,26,24,47,3,0,16,17,25,18,24,76,24,71.0,16.0,13.0,44.0,6.0,2.0,False,1.0,0.0,1092.0,1092.0,1092.0,False,False,0.0,False,1,16.03986105119935
2518,4099,Condo for sale,"5200, Rue De Contrecoeur, apt. 402, Montréal (Mercier/Hochelaga-Maisonneuve), Neighbourhood Mercier",324900,45.61278174,-73.53202037,5.0,6.0,3.0,4.0,8.0,0.0,10.0,7.0,3.0,7,4.0,7.0,6.0,5.0,4.0,6.0,2.0,2018.0,136024,3,5347,9,52,24,9,11,5,45,32,12,8,4,42,35,23,34,66,43,31,10,5,7,4,5,5,86,4,0,29,17,21,14,20,79,21,85.0,5.0,10.0,39.0,8.0,3.0,False,1.0,0.0,950.0,950.0,950.0,False,False,1.0,True,1,13.087759055043398
2519,4100,Condo for sale,"1288, Avenue des Canadiens-de-Montréal, apt. 5003, Montréal (Ville-Marie), Neighbourhood Central West",1975000,45.49602012,-73.57051197,10.0,10.0,10.0,4.0,5.0,7.0,2.0,7.0,8.0,10,10.0,10.0,9.0,9.0,10.0,10.0,3.0,2016.0,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,96.0,7.0,3.0,False,2.0,0.0,1900.0,1900.0,1900.0,False,True,2.0,True,1,2.3506384092627775
2520,4101,Condo for sale,"195, Rue Peel, apt. 1709, Montréal (Le Sud-Ouest), Neighbourhood Griffintown",378000,45.49381687,-73.55795983,10.0,10.0,9.0,10.0,7.0,6.0,0.0,9.0,3.0,10,9.0,10.0,9.0,10.0,10.0,10.0,4.0,2018.0,80153,9,5070,8,50,22,9,11,7,46,32,11,7,4,44,32,24,35,65,43,18,11,5,10,13,2,7,71,20,0,38,16,19,9,18,74,26,59.0,26.0,15.0,79.0,1.0,1.0,False,1.0,0.0,502.0,502.0,502.0,False,False,0.0,False,1,3.3489572621261496
